5955|107,1675|10,71675|96,45075
5958|16,7975|1,67975|15,11775
5959|50,3925|5,03925|45,35325
5960|116,475|11,6475|104,8275
5962|29,4075|2,94075|26,46675
5967|66,75|6,675|60,075
5968|66,75|6,675|60,075
5972|22,25|2,225|20,025
5977|224,975|22,4975|202,4775
5987|107,1675|10,71675|96,45075
5988|107,1675|10,71675|96,45075
5989|107,1675|10,71675|96,45075
5990|107,1675|10,71675|96,45075
5991|107,1675|10,71675|96,45075
5993|107,1675|10,71675|96,45075
5994|107,1675|10,71675|96,45075
5996|107,1675|10,71675|96,45075
6000|107,1675|10,71675|96,45075
6001|107,1675|10,71675|96,45075
6002|223,5|22,35|201,15
6003|114|11,4|102,6
6004|114|11,4|102,6
6005|114|11,4|102,6
6006|92|9,2|82,8
6010|520,2|52,02|468,18
6011|1942,5|194,25|1748,25
6014|97,135|9,7135|87,4215
6015|97,135|9,7135|87,4215
6016|97,135|9,7135|87,4215
6021|574,4925|57,44925|517,04325
6024|1326,345|132,6345|1193,7105
6025|1326,345|132,6345|1193,7105
6026|434,25|43,425|390,825
6027|434,25|43,425|390,825
6028|350,0025|35,00025|315,00225
6032|10500|1050|9450
6033|2174,25|217,425|1956,825
6035|4274,2875|427,42875|3846,85875
6036|1757,985|175,7985|1582,1865
6038|33,5|3,35|30,15
6040|11493|1149,3|10343,7
6043|606,75|60,675|546,075
6044|223,4475|22,34475|201,10275
6045|199,95|19,995|179,955
6047|107,1675|10,71675|96,45075
6048|140,0025|14,00025|126,00225
6049|279,195|27,9195|251,2755
6050|427,425|42,7425|384,6825
6051|536,175|53,6175|482,5575
6052|536,175|53,6175|482,5575
6053|600|60|540
6054|600|60|540
6055|600|60|540
6056|200|20|180
6057|284,925|28,4925|256,4325
6058|107,1675|10,71675|96,45075
6059|279,195|27,9195|251,2755
6060|427,425|42,7425|384,6825
6061|1136,6775|113,66775|1023,00975
6064|40|4|36
6085|120|12|108
6086|16285,23|1628,523|14656,707
6087|16285,23|1628,523|14656,707
6088|1424,25|142,425|1281,825
6089|107,1675|10,71675|96,45075
6092|107,1675|10,71675|96,45075
6093|107,1675|10,71675|96,45075
6094|107,1675|10,71675|96,45075
6095|107,1675|10,71675|96,45075
6096|107,1675|10,71675|96,45075
6099|33,675|3,3675|30,3075
6100|22,25|2,225|20,025
6101|66,75|6,675|60,075
6104|66,75|6,675|60,075
6110|7406,5875|740,65875|6665,92875
6111|2258,265|225,8265|2032,4385
6112|2258,265|225,8265|2032,4385
6114|7725|772,5|6952,5
6115|7725|772,5|6952,5
6116|7725|772,5|6952,5
6117|7725|772,5|6952,5
6118|7725|772,5|6952,5
6119|7406,5875|740,65875|6665,92875
6120|2258,265|225,8265|2032,4385
6125|219,9975|21,99975|197,99775
6126|219,9975|21,99975|197,99775
6128|219,9975|21,99975|197,99775
6133|219,9975|21,99975|197,99775
6134|107,1675|10,71675|96,45075
6135|107,1675|10,71675|96,45075
6137|107,1675|10,71675|96,45075
6146|387|38,7|348,3
6147|387|38,7|348,3
6154|107,1675|10,71675|96,45075
6155|69,75|6,975|62,775
6159|107,1675|10,71675|96,45075
6161|107,1675|10,71675|96,45075
