OP;CGM;CNPJ;NOME;ELEMENTO;VALOR OP;VALOR RET;TIPO RET;DATA OP
575918;;;;;;;;
575919;;;;;;;;
575928;;;;;;;;
575933;;;;;;;;
575941;;;;;;;;
575943;;;;;;;;
575944;;;;;;;;
575950;;;;;;;;
575954;;;;;;;;
575956;;;;;1332.07;173.21;HSJB - IRRF RETIDO EM N.F;
575960;;;;;;;;
575962;;;;;;;;
575964;;;;;;;;
575970;;;;;;;;
575974;;;;;18350.87;220.21;HSJB - IRRF RETIDO EM N.F;
575975;;;;;;;;
575978;;;;;;;;
575982;;;;;786055.52;27104.44;ISS - PMVR;
575982;;;;;786055.52;86465.9;INSTITUTO NACIONAL DO SEGURO SOCIAL;
575982;;;;;786055.52;694.2;PENSÃO ALIMENTICIA;
575983;;;;;;;;
575984;;;;;115666.64;5783.34;ISS - PMVR;
575984;;;;;115666.64;12723.32;INSTITUTO NACIONAL DO SEGURO SOCIAL;
575989;;;;;;;;
576001;;;;;19743.75;236.93;IRRF - FORNECIMENTO DE BENS;
576002;;;;;8512;102.14;IRRF - GESTAO PLENA - SUS;
576002;;;;;8512;425.6;ISS - GESTAO PLENA;
576003;;;;;;;;
576004;;;;;540662.36;9633.96;IRRF - GESTAO PLENA - SUS;
576004;;;;;540662.36;32113.22;ISS - GESTAO PLENA;
576006;;;;;;;;
576031;;;;;;;;
576036;;;;;;;;
576037;;;;;;;;
576038;;;;;;;;
576039;;;;;;;;
576051;;;;;;;;
576056;;;;;3342.66;160.45;HSJB - IRRF RETIDO EM N.F;
576057;;;;;;;;
576062;;;;;;;;
576063;;;;;;;;
576064;;;;;;;;
576075;;;;;8085.42;641.64;INSTITUTO NACIONAL DO SEGURO SOCIAL;
576076;;;;;;;;
576077;;;;;;;;
576078;;;;;;;;
576079;;;;;;;;
576080;;;;;;;;
576081;;;;;;;;
576082;;;;;203968.6;4079.37;ISS - PMVR;
576082;;;;;203968.6;713.88;INSS PRESTADORES DE SERVIÇO PJ;
576083;;;;;28887.5;346.65;HSJB - IRRF RETIDO EM N.F;
576084;;;;;;;;
576086;;;;;4808.33;96.17;ISS - PMVR;
576087;;;;;57095;685.14;HSJB - IRRF RETIDO EM N.F;
576089;;;;;;;;
576091;;;;;;;;
576093;;;;;;;;
576097;;;;;2010;24.12;IRRF - FME;
576098;;;;;45;0.54;HSJB - IRRF RETIDO EM N.F;
576099;;;;;;;;
576100;;;;;;;;
576101;;;;;;;;
576102;;;;;;;;
576105;;;;;;;;
576107;;;;;10976;548.8;ISS - FME;
576107;;;;;10976;526.85;IRRF - FME;
576109;;;;;2316.56;34.74;IRRF - GESTAO PLENA - SUS;
576111;;;;;;;;
576112;;;;;;;;
576113;;;;;;;;
576115;;;;;;;;
576116;;;;;;;;
576118;;;;;;;;
576119;;;;;154.8;1.86;HSJB - IRRF RETIDO EM N.F;
576120;;;;;;;;
576121;;;;;18750;390;OUTRAS INDENIZAÇÕES - PRINCIPAL;
576122;;;;;2700;54;ISS - PMVR;
576123;;;;;100567.78;5028.39;ISS - FME FUNDEB;
576124;;;;;1901.35;22.82;HSJB - IRRF RETIDO EM N.F;
576125;;;;;;;;
576126;;;;;;;;
576127;;;;;129070.96;309.77;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576128;;;;;;;;
576129;;;;;22882.3;274.59;HSJB - IRRF RETIDO EM N.F;
576130;;;;;136618.45;327.88;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576131;;;;;;;;
576132;;;;;;;;
576133;;;;;;;;
576134;;;;;;;;
576135;;;;;2121;25.45;HSJB - IRRF RETIDO EM N.F;
576137;;;;;6518.92;312.9;IR/PIS/COFINS/CSLL RETIDO N.F;
576138;;;;;;;;
576139;;;;;8985.6;112.06;IRRF - GESTAO PLENA - SUS;
576139;;;;;8985.6;466.94;ISS - GESTAO PLENA;
576141;;;;;;;;
576149;;;;;15600;187.2;HSJB - IRRF RETIDO EM N.F;
576151;;;;;;;;
576155;;;;;;;;
576156;;;;;;;;
576157;;;;;1120377.73;63455.59;ISS - SALARIO EDUCACAO;
576157;;;;;1120377.73;15229.34;IRRF - SALARIO EDUCAÇÃO;
576157;;;;;1120377.73;139602.3;INSS REENÇÃO - SALARIO EDUCAÇÃO;
576160;;;;;;;;
576162;;;;;16500;660;ISS - GESTAO PLENA;
576171;;;;;;;;
576172;;;;;;;;
576175;;;;;;;;
576177;;;;;8996;107.95;HSJB - IRRF RETIDO EM N.F;
576193;;;;;;;;
576205;;;;;;;;
576209;;;;;;;;
576212;;;;;;;;
576214;;;;;4498;53.98;HSJB - IRRF RETIDO EM N.F;
576215;;;;;;;;
576224;;;;;;;;
576228;;;;;;;;
576235;;;;;;;;
576236;;;;;;;;
576237;;;;;;;;
576240;;;;;12460.5;149.53;HSJB - IRRF RETIDO EM N.F;
576243;;;;;;;;
576244;;;;;;;;
576246;;;;;2836;34.03;HSJB - IRRF RETIDO EM N.F;
576252;;;;;;;;
576254;;;;;;;;
576255;;;;;;;;
576256;;;;;1288501.21;19436.2;IRRF - GESTAO PLENA - SUS;
576257;;;;;3583.4;53.75;IRRF - PMVR;
576258;;;;;;;;
576259;;;;;;;;
576261;;;;;900;99;INSS - FOLHA PAGTO;
576262;;;;;900;99;INSS - FOLHA PAGTO;
576265;;;;;900;99;INSS - FOLHA PAGTO;
576267;;;;;1212.96;14.56;HSJB - IRRF RETIDO EM N.F;
576269;;;;;900;99;INSS - FOLHA PAGTO;
576273;;;;;;;;
576274;;;;;900;99;INSS - FOLHA PAGTO;
576276;;;;;3590.4;43.08;HSJB - IRRF RETIDO EM N.F;
576277;;;;;1200;132;INSS - FOLHA PAGTO;
576279;;;;;1000;110;INSS - FOLHA PAGTO;
576281;;;;;1000;110;INSS - FOLHA PAGTO;
576285;;;;;;;;
576286;;;;;1000;110;INSS - FOLHA PAGTO;
576287;;;;;4107.6;49.29;HSJB - IRRF RETIDO EM N.F;
576288;;;;;58950;707.4;IRRF - FME;
576289;;;;;35370;424.44;IRRF - FME;
576290;;;;;23580;282.95;IRRF - FME;
576292;;;;;;;;
576293;;;;;1000;110;INSS - FOLHA PAGTO;
576294;;;;;17978;215.74;HSJB - IRRF RETIDO EM N.F;
576296;;;;;;;;
576297;;;;;1000;110;INSS - FOLHA PAGTO;
576298;;;;;1380;151.8;INSS - FOLHA PAGTO;
576299;;;;;;;;
576300;;;;;;;;
576301;;;;;31625;379.5;HSJB - IRRF RETIDO EM N.F;
576302;;;;;1222.23;134.44;INSS - FOLHA PAGTO;
576303;;;;;365.76;4.39;HSJB - IRRF RETIDO EM N.F;
576304;;;;;992.08;11.9;HSJB - IRRF RETIDO EM N.F;
576305;;;;;;;;
576310;;;;;;;;
576314;;;;;16401.92;196.82;HSJB - IRRF RETIDO EM N.F;
576317;;;;;;;;
576318;;;;;230.85;2.77;HSJB - IRRF RETIDO EM N.F;
576321;;;;;230.85;2.77;HSJB - IRRF RETIDO EM N.F;
576322;;;;;;;;
576323;;;;;;;;
576324;;;;;;;;
576326;;;;;2120;101.76;IRRF - PJ PRESTADOR DE SERVIÇOS;
576331;;;;;1050.93;12.61;HSJB - IRRF RETIDO EM N.F;
576340;;;;;;;;
576344;;;;;2774.5;33.29;HSJB - IRRF RETIDO EM N.F;
576354;;;;;87208.6;3740.79;IRRF - GESTAO PLENA - SUS;
576354;;;;;87208.6;12469.29;ISS - GESTAO PLENA;
576356;;;;;;;;
576359;;;;;16230.4;194.76;HSJB - IRRF RETIDO EM N.F;
576363;;;;;583.85;7;HSJB - IRRF RETIDO EM N.F;
576365;;;;;;;;
576366;;;;;;;;
576367;;;;;;;;
576369;;;;;;;;
576372;;;;;;;;
576373;;;;;;;;
576375;;;;;;;;
576377;;;;;;;;
576379;;;;;;;;
576381;;;;;;;;
576382;;;;;;;;
576383;;;;;;;;
576387;;;;;;;;
576400;;;;;;;;
576401;;;;;62.7;0.75;HSJB - IRRF RETIDO EM N.F;
576403;;;;;654;7.85;IRRF - PMVR;
576403;;;;;654;13.08;ISS - PMVR;
576405;;;;;232.4;2.79;HSJB - IRRF RETIDO EM N.F;
576406;;;;;;;;
576407;;;;;;;;
576408;;;;;;;;
576411;;;;;216;2.59;HSJB - IRRF RETIDO EM N.F;
576412;;;;;;;;
576415;;;;;;;;
576416;;;;;864.4;10.37;IR/PIS/COFINS/CSLL RETIDO N.F;
576418;;;;;;;;
576419;;;;;;;;
576420;;;;;;;;
576421;;;;;;;;
576422;;;;;;;;
576423;;;;;;;;
576425;;;;;45342.99;544.12;IR/PIS/COFINS/CSLL RETIDO N.F;
576427;;;;;5634;67.61;IR/PIS/COFINS/CSLL RETIDO N.F;
576429;;;;;1264.5;15.17;IR/PIS/COFINS/CSLL RETIDO N.F;
576430;;;;;167.1;2;IR/PIS/COFINS/CSLL RETIDO N.F;
576432;;;;;;;;
576433;;;;;;;;
576436;;;;;;;;
576438;;;;;36250;435;HSJB - IRRF RETIDO EM N.F;
576449;;;;;;;;
576451;;;;;;;;
576452;;;;;;;;
576453;;;;;575823.83;29464.88;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576454;;;;;192.1;2.31;HSJB - IRRF RETIDO EM N.F;
576455;;;;;587.6;7.05;HSJB - IRRF RETIDO EM N.F;
576456;;;;;;;;
576461;;;;;;;;
576462;;;;;;;;
576463;;;;;;;;
576464;;;;;;;;
576465;;;;;1539.72;18.48;HSJB - IRRF RETIDO EM N.F;
576466;;;;;1271.92;29.81;IRRF - PRESTADOR DE SERVIÇOS;
576467;;;;;;;;
576468;;;;;;;;
576469;;;;;;;;
576470;;;;;;;;
576471;;;;;;;;
576472;;;;;;;;
576473;;;;;;;;
576474;;;;;937.22;44.99;HSJB - IRRF RETIDO EM N.F;
576475;;;;;;;;
576477;;;;;;;;
576479;;;;;;;;
576480;;;;;;;;
576481;;;;;;;;
576482;;;;;;;;
576483;;;;;;;;
576484;;;;;;;;
576485;;;;;;;;
576486;;;;;;;;
576487;;;;;554.54;554.54;INSTITUTO NACIONAL DO SEGURO SOCIAL;
576488;;;;;;;;
576489;;;;;;;;
576490;;;;;;;;
576491;;;;;28684.57;1680.45;ISS - GESTAO PLENA;
576492;;;;;;;;
576493;;;;;;;;
576494;;;;;;;;
576495;;;;;;;;
576496;;;;;;;;
576497;;;;;;;;
576498;;;;;;;;
576499;;;;;12480;149.76;HSJB - IRRF RETIDO EM N.F;
576500;;;;;273990;3287.88;IRRF - FORNECIMENTO DE BENS;
576501;;;;;;;;
576502;;;;;155100;2178;IRRF - GESTAO PLENA - SUS;
576502;;;;;155100;7260;ISS - GESTAO PLENA;
576503;;;;;;;;
576504;;;;;;;;
576505;;;;;;;;
576510;;;;;;;;
576513;;;;;;;;
576514;;;;;;;;
576515;;;;;;;;
576516;;;;;73800;1320;OUTRAS INDENIZAÇÕES - PRINCIPAL;
576518;;;;;;;;
576520;;;;;;;;
576521;;;;;;;;
576522;;;;;;;;
576523;;;;;;;;
576524;;;;;;;;
576525;;;;;;;;
576526;;;;;;;;
576527;;;;;;;;
576529;;;;;;;;
576530;;;;;;;;
576532;;;;;;;;
576533;;;;;;;;
576534;;;;;;;;
576535;;;;;;;;
576536;;;;;68496;821.95;IRRF - FORNECIMENTO DE BENS;
576537;;;;;;;;
576538;;;;;;;;
576539;;;;;;;;
576542;;;;;;;;
576543;;;;;;;;
576545;;;;;6500;258.7;HSJB - ISS - PMVR;
576549;;;;;;;;
576550;;;;;;;;
576554;;;;;22620;271.44;HSJB - IRRF RETIDO EM N.F;
576555;;;;;;;;
576557;;;;;;;;
576560;;;;;37200;446.4;HSJB - IRRF RETIDO EM N.F;
576561;;;;;4070.67;195.37;IRRF - GESTAO PLENA - SUS;
576562;;;;;;;;
576566;;;;;64000;2560;ISS - FME;
576568;;;;;;;;
576569;;;;;13801.18;13801.18;INSTITUTO NACIONAL DO SEGURO SOCIAL;
576570;;;;;35280;423.36;HSJB - IRRF RETIDO EM N.F;
576571;;;;;;;;
576572;;;;;568.26;568.26;INSTITUTO NACIONAL DO SEGURO SOCIAL;
576573;;;;;25261.74;904.05;ISS - GESTAO PLENA;
576574;;;;;281328.24;12546.52;ISS - PMVR;
576575;;;;;1302.25;15.63;HSJB - IRRF RETIDO EM N.F;
576576;;;;;;;;
576577;;;;;;;;
576578;;;;;;;;
576579;;;;;;;;
576580;;;;;10704.7;128.46;HSJB - IRRF RETIDO EM N.F;
576581;;;;;;;;
576582;;;;;;;;
576583;;;;;;;;
576584;;;;;;;;
576585;;;;;8895;106.74;HSJB - IRRF RETIDO EM N.F;
576586;;;;;;;;
576587;;;;;;;;
576590;;;;;;;;
576591;;;;;;;;
576593;;;;;;;;
576595;;;;;;;;
576596;;;;;;;;
576598;;;;;997.75;11.98;HSJB - IRRF RETIDO EM N.F;
576599;;;;;;;;
576600;;;;;;;;
576601;;;;;;;;
576602;;;;;997.75;11.98;HSJB - IRRF RETIDO EM N.F;
576603;;;;;3782.35;188.26;IRRF - GOV ESTADO - F 193;
576604;;;;;2426.15;116.46;IRRF - PRESTADOR DE SERVIÇOS;
576605;;;;;4900;58.8;IRRF - GESTAO PLENA - SUS;
576605;;;;;4900;245;ISS - GESTAO PLENA;
576606;;;;;997.75;11.98;HSJB - IRRF RETIDO EM N.F;
576607;;;;;4571.56;365.83;IRRF - GOV ESTADO - F 193;
576608;;;;;94906.01;8925.71;ISS - FME FUNDEB;
576609;;;;;;;;
576610;;;;;;;;
576611;;;;;;;;
576612;;;;;8400;126;IRRF - GESTAO PLENA - SUS;
576612;;;;;8400;420;ISS - GESTAO PLENA;
576613;;;;;8195.61;1743.11;ISS - FME;
576614;;;;;;;;
576615;;;;;;;;
576616;;;;;997.75;11.98;HSJB - IRRF RETIDO EM N.F;
576617;;;;;4762.46;57.15;HSJB - IRRF RETIDO EM N.F;
576618;;;;;6334.94;76.03;HSJB - IRRF RETIDO EM N.F;
576619;;;;;476270.7;25119.7;ISS - FME FUNDEB;
576619;;;;;476270.7;38684.35;INSS PESSOA JURIDICA - FUNDEB;
576619;;;;;476270.7;6028.73;IRRF - FME FUNDEB;
576620;;;;;;;;
576621;;;;;;;;
576622;;;;;;;;
576623;;;;;;;;
576624;;;;;509369;32914.2;RETENCAO RELATIVA AO ISS  ROYALTES PETRO;
576624;;;;;509369;50687.88;RETENCAO - INSS ROYALTES PETROLEO FONTE;
576624;;;;;509369;7899.41;RETENCAO RELATIVA IRRF  ROYALTIES PETROL;
576625;;;;;;;;
576626;;;;;;;;
576627;;;;;;;;
576629;;;;;;;;
576630;;;;;747;11.21;IRRF - GESTAO PLENA - SUS;
576630;;;;;747;37.35;ISS - GESTAO PLENA;
576631;;;;;6500;312;IRRF - GESTAO PLENA - SUS;
576632;;;;;6500;312;IRRF - GESTAO PLENA - SUS;
576633;;;;;4634;55.61;HSJB - IRRF RETIDO EM N.F;
576634;;;;;6800;326.39;IRRF - GESTAO PLENA - SUS;
576635;;;;;6500;312;IRRF - GESTAO PLENA - SUS;
576638;;;;;;;;
576640;;;;;12434.85;497.39;ISS - GESTAO PLENA;
576641;;;;;;;;
576642;;;;;16830;201.96;IRRF - GESTAO PLENA - SUS;
576642;;;;;16830;336.6;ISS - GESTAO PLENA;
576643;;;;;;;;
576644;;;;;;;;
576645;;;;;;;;
576651;;;;;;;;
576652;;;;;;;;
576653;;;;;;;;
576654;;;;;;;;
576655;;;;;;;;
576656;;;;;100942.77;1514.14;IRRF - GESTAO PLENA - SUS;
576657;;;;;;;;
576658;;;;;2456.4;29.47;IRRF - FME FUNDEB;
576659;;;;;215000;10750;RETENC. ISS EM LIQUIDAÇÃO;
576659;;;;;215000;16555;INSS - PREST. SERV. PROPRIO;
576659;;;;;215000;2580;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576660;;;;;;;;
576661;;;;;2400;120;RETENC. ISS EM LIQUIDAÇÃO;
576661;;;;;2400;115.2;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576663;;;;;2400;120;RETENC. ISS EM LIQUIDAÇÃO;
576663;;;;;2400;115.2;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576664;;;;;;;;
576665;;;;;2400;120;RETENC. ISS EM LIQUIDAÇÃO;
576665;;;;;2400;115.2;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576666;;;;;;;;
576667;;;;;1000;20.1;ISS - PMVR;
576669;;;;;653240.61;34561.92;RETENC. ISS EM LIQUIDAÇÃO;
576669;;;;;653240.61;26612.68;INSS - PREST. SERV. PROPRIO;
576669;;;;;653240.61;33179.45;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576670;;;;;;;;
576671;;;;;;;;
576672;;;;;;;;
576673;;;;;;;;
576674;;;;;30076.44;1503.83;RETENC. ISS EM LIQUIDAÇÃO;
576674;;;;;30076.44;1157.95;INSS - PREST. SERV. PROPRIO;
576674;;;;;30076.44;1443.68;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576675;;;;;;;;
576676;;;;;;;;
576679;;;;;;;;
576682;;;;;;;;
576683;;;;;;50019.78;HSJB - IRRF RETIDO EM N.F;
576686;;;;;;;;
576689;;;;;;;;
576696;;;;;;;;
576697;;;;;;;;
576698;;;;;14323.12;171.88;HSJB - IRRF RETIDO EM N.F;
576699;;;;;;;;
576700;;;;;;;;
576701;;;;;8820;132.3;IRRF - GESTAO PLENA - SUS;
576701;;;;;8820;441;ISS - GESTAO PLENA;
576706;;;;;4786;71.79;IRRF - GESTAO PLENA - SUS;
576706;;;;;4786;239.3;ISS - GESTAO PLENA;
576707;;;;;5201.55;249.67;HSJB - IRRF RETIDO EM N.F;
576708;;;;;;;;
576709;;;;;11520;538.59;HSJB - IRRF RETIDO EM N.F;
576713;;;;;;;;
576715;;;;;4199.4;282.09;IRRF - GOV ESTADO - F 193;
576717;;;;;975.8;11.71;IRRF - FORNECIMENTO DE BENS;
576718;;;;;1708.1;25.62;IRRF - GESTAO PLENA - SUS;
576718;;;;;1708.1;85.4;ISS - GESTAO PLENA;
576719;;;;;;;;
576721;;;;;8280;124.2;IRRF - GESTAO PLENA - SUS;
576721;;;;;8280;165.6;ISS - GESTAO PLENA;
576722;;;;;937.22;44.99;HSJB - IRRF RETIDO EM N.F;
576728;;;;;;;;
576730;;;;;880;10.56;HSJB - IRRF RETIDO EM N.F;
576731;;;;;5903.19;5903.19;INSTITUTO NACIONAL DO SEGURO SOCIAL;
576732;;;;;;;;
576733;;;;;172981.47;2683.27;IRRF - PMVR;
576733;;;;;172981.47;5366.53;ISS - PMVR;
576734;;;;;1100;13.2;HSJB - IRRF RETIDO EM N.F;
576735;;;;;18900;226.8;IRRF - FORNECIMENTO DE BENS;
576740;;;;;;;;
576741;;;;;368141.05;6370.08;IRRF - GESTAO PLENA - SUS;
576741;;;;;368141.05;26541.98;ISS - GESTAO PLENA;
576742;;;;;10360.32;124.32;HSJB - IRRF RETIDO EM N.F;
576743;;;;;13000;2679;IRRF - GESTAO PLENA - SUS;
576744;;;;;;;;
576745;;;;;1320;15.84;HSJB - IRRF RETIDO EM N.F;
576746;;;;;;;;
576747;;;;;;;;
576748;;;;;;;;
576749;;;;;3703.5;285.17;INSTITUTO NACIONAL DO SEGURO SOCIAL;
576749;;;;;3703.5;185.17;ISS - PMVR;
576749;;;;;3703.5;177.77;IRRF RETIDO EM N.F.;
576749;;;;;3703.5;172.22;PIS/COFINS/CSLL RETIDO N.F;
576750;;;;;20434.85;245.22;IRRF - GESTAO PLENA - SUS;
576750;;;;;20434.85;1021.74;ISS - GESTAO PLENA;
576751;;;;;;;;
576756;;;;;230.85;2.77;HSJB - IRRF RETIDO EM N.F;
576759;;;;;;;;
576761;;;;;1284.47;15.41;HSJB - IRRF RETIDO EM N.F;
576763;;;;;;;;
576764;;;;;54252.29;1090.47;ISS - PMVR;
576765;;;;;15778;314.61;IRRF - GESTAO PLENA - SUS;
576765;;;;;15778;419.48;ISS - GESTAO PLENA;
576766;;;;;;;;
576767;;;;;;;;
576769;;;;;;;;
576772;;;;;116177.34;310.85;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576774;;;;;;;;
576775;;;;;;;;
576779;;;;;955.43;11.47;HSJB - IRRF RETIDO EM N.F;
576781;;;;;1688.8;20.28;HSJB - IRRF RETIDO EM N.F;
576783;;;;;;;;
576784;;;;;1688.8;20.26;HSJB - IRRF RETIDO EM N.F;
576788;;;;;;;;
576789;;;;;3377.6;40.51;HSJB - IRRF RETIDO EM N.F;
576791;;;;;1688.8;20.28;HSJB - IRRF RETIDO EM N.F;
576793;;;;;1688.8;20.27;HSJB - IRRF RETIDO EM N.F;
576800;;;;;16322.9;244.84;IRRF - GESTAO PLENA - SUS;
576800;;;;;16322.9;326.46;ISS - GESTAO PLENA;
576807;;;;;;;;
576810;;;;;;;;
576811;;;;;2100;31.5;IRRF - GESTAO PLENA - SUS;
576811;;;;;2100;42;ISS - GESTAO PLENA;
576812;;;;;;;;
576813;;;;;122.9;1.47;HSJB - IRRF RETIDO EM N.F;
576814;;;;;4900;120.75;IRRF - GESTAO PLENA - SUS;
576814;;;;;4900;161;ISS - GESTAO PLENA;
576816;;;;;10336;124.04;IRRF - GESTAO PLENA - SUS;
576816;;;;;10336;516.8;ISS - GESTAO PLENA;
576818;;;;;5914.19;118.28;ISS - PMVR;
576819;;;;;25408.87;508.18;ISS - PMVR;
576820;;;;;394.88;4.74;HSJB - IRRF RETIDO EM N.F;
576821;;;;;6383.86;127.68;ISS - PMVR;
576822;;;;;6656.26;133.13;ISS - PMVR;
576823;;;;;1983.6;23.8;IRRF - GESTAO PLENA - SUS;
576823;;;;;1983.6;99.18;ISS - GESTAO PLENA;
576824;;;;;229.76;2.76;HSJB - IRRF RETIDO EM N.F;
576825;;;;;294.85;3.54;HSJB - IRRF RETIDO EM N.F;
576826;;;;;;;;
576827;;;;;;;;
576828;;;;;15712.08;188.54;IRRF - GESTAO PLENA - SUS;
576828;;;;;15712.08;471.36;ISS - GESTAO PLENA;
576829;;;;;1370.39;16.44;HSJB - IRRF RETIDO EM N.F;
576830;;;;;;;;
576831;;;;;35900;1077;RETENC. ISS EM LIQUIDAÇÃO;
576831;;;;;35900;608.82;INSS - PREST. SERV. PROPRIO;
576831;;;;;35900;538.5;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576832;;;;;35900;1077;RETENC. ISS EM LIQUIDAÇÃO;
576832;;;;;35900;608.82;INSS - PREST. SERV. PROPRIO;
576832;;;;;35900;430.8;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576833;;;;;;;;
576834;;;;;;;;
576835;;;;;21044.68;1202.62;ISS - SALARIO EDUCACAO;
576836;;;;;;;;
576848;;;;;;;;
576849;;;;;;;;
576857;;;;;1370.39;16.44;HSJB - IRRF RETIDO EM N.F;
576858;;;;;344.35;4.13;HSJB - IRRF RETIDO EM N.F;
576860;;;;;3733.62;44.8;HSJB - IRRF RETIDO EM N.F;
576862;;;;;1702.84;20.43;HSJB - IRRF RETIDO EM N.F;
576863;;;;;1370.39;16.44;HSJB - IRRF RETIDO EM N.F;
576865;;;;;1688.8;20.27;HSJB - IRRF RETIDO EM N.F;
576868;;;;;3377.6;40.53;HSJB - IRRF RETIDO EM N.F;
576869;;;;;394.88;4.74;HSJB - IRRF RETIDO EM N.F;
576870;;;;;1688.8;20.26;HSJB - IRRF RETIDO EM N.F;
576871;;;;;1688.8;20.25;HSJB - IRRF RETIDO EM N.F;
576872;;;;;1454.79;17.46;HSJB - IRRF RETIDO EM N.F;
576877;;;;;;;;
576880;;;;;21669.58;21669.58;INSTITUTO NACIONAL DO SEGURO SOCIAL;
576881;;;;;;;;
576882;;;;;312728.62;16885.38;ISS - GOV ESTADO  F 193;
576882;;;;;312728.62;6754.15;IRRF - GOV ESTADO - F 193;
576883;;;;;;;;
576884;;;;;2478.42;65.68;ISS - PMVR;
576885;;;;;;;;
576887;;;;;28185.85;338.23;IRRF - GESTAO PLENA - SUS;
576887;;;;;28185.85;1409.29;ISS - GESTAO PLENA;
576888;;;;;502.2;6.03;HSJB - IRRF RETIDO EM N.F;
576889;;;;;;;;
576891;;;;;640.29;640.29;INSTITUTO NACIONAL DO SEGURO SOCIAL;
576892;;;;;;;;
576893;;;;;9240.47;498.92;ISS - GOV ESTADO  F 193;
576893;;;;;9240.47;199.57;IRRF - GOV ESTADO - F 193;
576894;;;;;3007;36.08;HSJB - IRRF RETIDO EM N.F;
576897;;;;;;;;
576902;;;;;1998.95;96.94;IRRF - GESTAO PLENA - SUS;
576902;;;;;1998.95;403.9;ISS - GESTAO PLENA;
576903;;;;;1323;15.88;HSJB - IRRF RETIDO EM N.F;
576904;;;;;1872545.64;93627.28;RETENC. ISS EM LIQUIDAÇÃO;
576904;;;;;1872545.64;65539.1;INSS - PREST. SERV. PROPRIO;
576904;;;;;1872545.64;89882.19;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576905;;;;;;;;
576906;;;;;1895.91;94.8;ISS - FME;
576906;;;;;1895.91;208.55;INSS - PESSOA JURIDICA;
576906;;;;;1895.91;91;IRRF - FME;
576907;;;;;1990.58;99.53;ISS - FME;
576907;;;;;1990.58;218.96;INSS - PESSOA JURIDICA;
576907;;;;;1990.58;95.55;IRRF - FME;
576908;;;;;185.63;9.28;ISS - FME;
576908;;;;;185.63;20.42;INSS - PESSOA JURIDICA;
576908;;;;;185.63;8.91;IRRF - FME;
576909;;;;;1895.91;94.8;ISS - FME;
576909;;;;;1895.91;208.55;INSS - PESSOA JURIDICA;
576909;;;;;1895.91;91;IRRF - FME;
576911;;;;;5370;64.44;HSJB - IRRF RETIDO EM N.F;
576912;;;;;;;;
576915;;;;;;;;
576916;;;;;2212.5;88.94;RETENC. ISS EM LIQUIDAÇÃO;
576917;;;;;;;;
576918;;;;;;;;
576920;;;;;;;;
576921;;;;;;;;
576922;;;;;3694;74.99;RETENC. ISS EM LIQUIDAÇÃO;
576923;;;;;7798.5;389.92;RETENC. ISS EM LIQUIDAÇÃO;
576924;;;;;;;;
576925;;;;;;;;
576926;;;;;7798.5;189.5;RETENC. ISS EM LIQUIDAÇÃO;
576927;;;;;;;;
576928;;;;;;;;
576929;;;;;;;;
576930;;;;;7798.5;156.75;RETENC. ISS EM LIQUIDAÇÃO;
576931;;;;;;;;
576932;;;;;;;;
576933;;;;;;;;
576934;;;;;8772;175.44;RETENC. ISS EM LIQUIDAÇÃO;
576935;;;;;;;;
576936;;;;;1098;13.18;HSJB - IRRF RETIDO EM N.F;
576937;;;;;16000.01;768;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576938;;;;;3694;73.88;RETENC. ISS EM LIQUIDAÇÃO;
576939;;;;;17031.2;817.45;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576940;;;;;8514.85;408.71;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576941;;;;;8515.6;408.74;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576942;;;;;8514.93;408.71;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576943;;;;;;;;
576944;;;;;684.7;8.22;HSJB - IRRF RETIDO EM N.F;
576945;;;;;3657.88;43.89;HSJB - IRRF RETIDO EM N.F;
576946;;;;;20000;960;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576947;;;;;185.5;2.23;HSJB - IRRF RETIDO EM N.F;
576948;;;;;185.5;2.23;HSJB - IRRF RETIDO EM N.F;
576949;;;;;;;;
576950;;;;;;;;
576951;;;;;1688.8;20.27;HSJB - IRRF RETIDO EM N.F;
576952;;;;;8263;396.62;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
576953;;;;;415;4.98;HSJB - IRRF RETIDO EM N.F;
576954;;;;;1473.08;17.67;HSJB - IRRF RETIDO EM N.F;
